choice,max_possible,points,reaction_time,subject,total_points,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
11,92,50,1.2903328005922958,115,50,54,67,34,57,25,52,67,72,57,38,22,50,53,92,67,59,60,40,24,29,42,50,47,45,51,20
0,172,66,0.3983014668338001,115,116,66,69,36,61,25,50,71,77,49,38,21,52,50,80,72,51,62,41,24,18,35,48,52,51,39,30
20,259,43,0.5096725757466629,115,159,49,77,35,56,15,55,73,64,52,36,23,59,46,87,73,56,48,51,25,8,43,55,46,53,41,24
17,349,41,0.11911428964231163,115,200,42,79,49,56,20,51,69,66,64,41,18,52,45,90,70,57,56,41,30,14,40,51,56,49,50,26
0,439,59,0.15660260105505586,115,259,59,75,42,69,20,59,75,70,55,29,19,49,52,90,76,52,57,45,35,15,50,56,46,56,51,19
16,526,53,0.5143410136224702,115,312,53,74,40,63,30,61,70,70,66,37,21,50,56,87,66,58,53,46,37,21,41,57,53,59,40,23
22,620,50,0.305026795133017,115,362,61,76,55,67,28,52,73,67,59,42,17,54,53,94,65,48,60,51,36,22,42,50,50,53,36,18
4,711,29,0.20728081732522696,115,391,62,76,49,56,29,66,67,70,55,32,25,53,54,91,62,59,59,37,31,17,45,50,45,54,44,24
23,806,56,0.1197396069765091,115,447,58,72,44,63,26,63,63,71,49,44,10,50,56,95,65,49,61,50,28,11,47,56,56,56,49,28
1,897,71,0.6882553650066257,115,518,58,71,44,58,32,48,62,73,52,41,11,48,65,91,74,44,62,41,25,8,44,62,49,66,35,20
1,985,71,0.15386323793791234,115,589,56,71,50,59,24,55,64,58,53,45,16,49,58,88,80,50,57,47,28,16,33,61,55,53,40,19
1,1070,70,0.1529159815981984,115,659,58,70,45,53,30,60,73,64,51,44,7,59,54,85,65,52,56,34,29,12,38,54,56,51,48,28
1,1151,64,0.4065861200215295,115,723,61,64,49,44,20,67,63,66,54,39,20,51,53,81,59,40,62,35,35,18,36,57,37,59,48,24
1,1236,75,0.08561469567939639,115,798,64,75,51,45,25,49,70,63,54,42,24,51,52,85,61,50,60,35,27,15,31,50,47,52,58,17
